ZCTA5,STATE,COUNTY,TRACT,GEOID,POPPT,HUPT,AREAPT,AREALANDPT,ZPOP,ZHU,ZAREA,ZAREALAND,TRPOP,TRHU,TRAREA,TRAREALAND,ZPOPPCT,ZHUPCT,ZAREAPCT,ZAREALANDPCT,TRPOPPCT,TRHUPCT,TRAREAPCT,TRAREALANDPCT
01929,25,009,222100,25009222100,3504,1600,41312542,36187007,3504,1600,41312542,36187007,3504,1600,41312542,36187007,100,100,100,100,100,100,100,100
01930,25,009,221100,25009221100,4182,2162,16632698,14464970,28789,14557,81819822,67847425,4182,2162,16632698,14464970,14.53,14.85,20.33,21.32,100,100,100,100
01930,25,009,221300,25009221300,4532,2579,13273496,9413971,28789,14557,81819822,67847425,4532,2579,13273496,9413971,15.74,17.72,16.22,13.88,100,100,100,100
01930,25,009,221400,25009221400,3221,1524,1237553,1160625,28789,14557,81819822,67847425,3221,1524,1237553,1160625,11.19,10.47,1.51,1.71,100,100,100,100
01930,25,009,221500,25009221500,2923,1685,1174365,814715,28789,14557,81819822,67847425,2923,1685,1174365,814715,10.15,11.58,1.44,1.2,100,100,100,100
01930,25,009,221600,25009221600,2448,1067,1108569,975412,28789,14557,81819822,67847425,2448,1067,1108569,975412,8.5,7.33,1.35,1.44,100,100,100,100
01930,25,009,221700,25009221700,2840,1334,996922,902531,28789,14557,81819822,67847425,2840,1334,996922,902531,9.86,9.16,1.22,1.33,100,100,100,100
01930,25,009,221800,25009221800,1773,722,2098354,1613860,28789,14557,81819822,67847425,1773,722,2098354,1613860,6.16,4.96,2.56,2.38,100,100,100,100
01930,25,009,221901,25009221901,3419,1587,18850909,17101515,28789,14557,81819822,67847425,3419,1587,18850909,17101515,11.88,10.9,23.04,25.21,100,100,100,100
01930,25,009,221902,25009221902,3451,1897,26446956,21399826,28789,14557,81819822,67847425,3451,1897,26446956,21399826,11.99,13.03,32.32,31.54,100,100,100,100
01937,25,009,211401,25009211401,151,0,189212,189212,151,0,189212,189212,3560,1496,7923070,7858151,100,0,100,100,4.24,0,2.39,2.41
01938,25,009,223100,25009223100,3880,1910,53420215,40481027,13175,6006,92748140,78817223,3880,1911,60707020,44825856,29.45,31.8,57.6,51.36,100,99.95,88,90.31
01938,25,009,223200,25009223200,3740,1754,3908153,3662602,13175,6006,92748140,78817223,3740,1754,3908153,3662602,28.39,29.2,4.21,4.65,100,100,100,100
01938,25,009,223300,25009223300,5555,2342,35419772,34673594,13175,6006,92748140,78817223,5555,2342,35419772,34673594,42.16,38.99,38.19,43.99,100,100,100,100
01940,25,009,205400,25009205400,6,2,7326,7326,12108,4729,29031298,27320434,5048,1958,9512670,8148922,0.05,0.04,0.03,0.03,0.12,0.1,0.08,0.09
01940,25,009,209100,25009209100,6088,2402,12231066,11065975,12108,4729,29031298,27320434,6088,2402,12231066,11065975,50.28,50.79,42.13,40.5,100,100,100,100
01940,25,009,209200,25009209200,5508,1952,14877305,14530014,12108,4729,29031298,27320434,5508,1952,14877305,14530014,45.49,41.28,51.25,53.18,100,100,100,100
01940,25,009,210400,25009210400,307,196,598711,555576,12108,4729,29031298,27320434,6823,2946,7554361,7343382,2.54,4.14,2.06,2.03,4.5,6.65,7.93,7.57
01940,25,017,335302,25017335302,199,177,1316890,1161543,12108,4729,29031298,27320434,4621,1913,5322927,5151045,1.64,3.74,4.54,4.25,4.31,9.25,24.74,22.55
01944,25,009,218100,25009218100,5136,2394,27110707,23902799,5136,2394,27110707,23902799,5136,2394,27110707,23902799,100,100,100,100,100,100,100,100
01945,25,009,203100,25009203100,7071,2583,5230277,3767373,19808,8838,19916447,11360555,7071,2583,5230277,3767373,35.7,29.23,26.26,33.16,100,100,100,100
01945,25,009,203200,25009203200,4557,1987,6056924,3370267,19808,8838,19916447,11360555,4557,1987,8678011,3458270,23.01,22.48,30.41,29.67,100,100,69.8,97.46
01945,25,009,203301,25009203301,4010,2034,2870656,1832143,19808,8838,19916447,11360555,4010,2034,2870656,1832143,20.24,23.01,14.41,16.13,100,100,100,100
01945,25,009,203302,25009203302,4170,2234,5758590,2390772,19808,8838,19916447,11360555,4170,2234,6767975,2390772,21.05,25.28,28.91,21.04,100,100,85.09,100
01949,25,009,212100,25009212100,8987,3045,37514914,34849382,8987,3045,37514914,34849382,8987,3045,37514914,34849382,100,100,100,100,100,100,100,100
01950,25,009,268100,25009268100,2668,877,6827630,6002412,17416,8264,27607236,21621492,2668,877,6827630,6002412,15.32,10.61,24.73,27.76,100,100,100,100
01950,25,009,268200,25009268200,6322,2783,10407277,10042776,17416,8264,27607236,21621492,6322,2783,10407277,10042776,36.3,33.68,37.7,46.45,100,100,100,100
01950,25,009,268300,25009268300,4126,2291,2729207,2513410,17416,8264,27607236,21621492,4126,2291,2729207,2513410,23.69,27.72,9.89,11.62,100,100,100,100
01950,25,009,268400,25009268400,4300,2313,7643122,3062894,17416,8264,27607236,21621492,4300,2313,7643122,3062894,24.69,27.99,27.69,14.17,100,100,100,100
01951,25,009,269100,25009269100,3558,1821,42478856,35652314,3558,1821,42478856,35652314,6666,2936,68087015,60484190,100,100,100,100,53.38,62.02,62.39,58.94
01952,25,009,267101,25009267101,3573,2698,16913626,12225133,8283,4550,45998640,39960063,3573,2698,16913626,12225133,43.14,59.3,36.77,30.59,100,100,100,100
01952,25,009,267102,25009267102,4710,1852,29085014,27734930,8283,4550,45998640,39960063,4710,1852,29085014,27734930,56.86,40.7,63.23,69.41,100,100,100,100
01960,25,009,210100,25009210100,6948,2494,6498853,6496488,50944,22024,42893728,41432495,6948,2494,6498853,6496488,13.64,11.32,15.15,15.68,100,100,100,100
01960,25,009,210200,25009210200,5384,2005,7318018,6455004,50944,22024,42893728,41432495,5384,2005,7318018,6455004,10.57,9.1,17.06,15.58,100,100,100,100
01960,25,009,210300,25009210300,9110,4771,10928451,10883267,50944,22024,42893728,41432495,9110,4771,10928451,10883267,17.88,21.66,25.48,26.27,100,100,100,100
01960,25,009,210400,25009210400,6516,2750,6955650,6787806,50944,22024,42893728,41432495,6823,2946,7554361,7343382,12.79,12.49,16.22,16.38,95.5,93.35,92.07,92.43
01960,25,009,210500,25009210500,6438,2415,4697810,4544799,50944,22024,42893728,41432495,6438,2415,4697810,4544799,12.64,10.97,10.95,10.97,100,100,100,100
01960,25,009,210600,25009210600,4095,1716,3147577,2926199,50944,22024,42893728,41432495,4095,1716,3147577,2926199,8.04,7.79,7.34,7.06,100,100,100,100
01960,25,009,210700,25009210700,4001,1737,897657,896593,50944,22024,42893728,41432495,4001,1737,897657,896593,7.85,7.89,2.09,2.16,100,100,100,100
01960,25,009,210800,25009210800,4569,2393,930236,922863,50944,22024,42893728,41432495,4569,2393,930236,922863,8.97,10.87,2.17,2.23,100,100,100,100
01960,25,009,210900,25009210900,3883,1743,1519476,1519476,50944,22024,42893728,41432495,3883,1743,1519476,1519476,7.62,7.91,3.54,3.67,100,100,100,100
01966,25,009,220101,25009220101,4003,2645,13498315,9746393,6952,4223,22274247,18106523,4003,2645,13498315,9746393,57.58,62.63,60.6,53.83,100,100,100,100
01966,25,009,220102,25009220102,2949,1578,8775932,8360130,6952,4223,22274247,18106523,2949,1578,8775932,8360130,42.42,37.37,39.4,46.17,100,100,100,100
01969,25,009,270100,25009270100,5856,2253,49670289,45304086,5856,2253,49670289,45304086,5856,2253,52722841,47154272,100,100,100,100,100,100,94.21,96.08
01970,25,009,204101,25009204101,4669,1902,1751253,1239542,41109,19063,35200696,21002235,4669,1902,1751253,1239542,11.36,9.98,4.98,5.9,100,100,100,100
01970,25,009,204102,25009204102,4704,1918,2693828,2574213,41109,19063,35200696,21002235,4935,1984,2725253,2605638,11.44,10.06,7.65,12.26,95.32,96.67,98.85,98.79
01970,25,009,204200,25009204200,4797,2492,951025,940697,41109,19063,35200696,21002235,4797,2492,951025,940697,11.67,13.07,2.7,4.48,100,100,100,100
01970,25,009,204300,25009204300,3904,1798,1222573,565854,41109,19063,35200696,21002235,3904,1798,1222573,565854,9.5,9.43,3.47,2.69,100,100,100,100
01970,25,009,204400,25009204400,3301,1815,13344907,1903777,41109,19063,35200696,21002235,3301,1815,13344907,1903777,8.03,9.52,37.91,9.06,100,100,100,100
01970,25,009,204500,25009204500,3132,1791,1502682,974938,41109,19063,35200696,21002235,3132,1791,1502682,974938,7.62,9.4,4.27,4.64,100,100,100,100
01970,25,009,204600,25009204600,5154,2331,3874228,3116111,41109,19063,35200696,21002235,5154,2331,3874228,3116111,12.54,12.23,11.01,14.84,100,100,100,100
01970,25,009,204701,25009204701,5782,2664,7422293,7253762,41109,19063,35200696,21002235,5782,2664,7422293,7253762,14.07,13.97,21.09,34.54,100,100,100,100
01970,25,009,204702,25009204702,5666,2352,2437907,2433341,41109,19063,35200696,21002235,5666,2352,2437907,2433341,13.78,12.34,6.93,11.59,100,100,100,100
01982,25,009,215101,25009215101,4896,1697,21936204,20909207,7764,2880,38625713,36737604,4896,1697,21936204,20909207,63.06,58.92,56.79,56.91,100,100,100,100
01982,25,009,215102,25009215102,2868,1183,16689509,15828397,7764,2880,38625713,36737604,2868,1183,16689509,15828397,36.94,41.08,43.21,43.09,100,100,100,100
01983,25,009,214100,25009214100,6089,2176,33205216,30880674,6089,2176,33205216,30880674,6089,2176,33205216,30880674,100,100,100,100,100,100,100,100
01984,25,009,216100,25009216100,4875,1430,21088423,19841456,4875,1430,21088423,19841456,4875,1430,21088423,19841456,100,100,100,100,100,100,100,100
01985,25,009,263100,25009263100,4235,1580,38137880,34838123,4235,1580,38137880,34838123,4235,1580,38137880,34838123,100,100,100,100,100,100,100,100
02019,25,021,443101,25021443101,7638,3013,25647657,24869773,16332,6365,48947521,47523223,7638,3013,25647657,24869773,46.77,47.34,52.4,52.33,100,100,100,100
02019,25,021,443102,25021443102,8694,3352,23299864,22653450,16332,6365,48947521,47523223,8694,3352,23299864,22653450,53.23,52.66,47.6,47.67,100,100,100,100
02021,25,021,415101,25021415101,4532,1711,10136145,9939122,21561,8762,50797130,48682844,4532,1711,10136145,9939122,21.02,19.53,19.95,20.42,100,100,100,100
02021,25,021,415102,25021415102,7465,3385,6245326,6003449,21561,8762,50797130,48682844,7465,3385,6245326,6003449,34.62,38.63,12.29,12.33,100,100,100,100
02021,25,021,415200,25021415200,5850,2299,17070752,15940142,21561,8762,50797130,48682844,5850,2299,17070752,15940142,27.13,26.24,33.61,32.74,100,100,100,100
02021,25,021,415300,25021415300,3714,1367,17344907,16800131,21561,8762,50797130,48682844,3714,1367,17344907,16800131,17.23,15.6,34.15,34.51,100,100,100,100
02025,25,021,423100,25021423100,7542,2980,28113135,25353993,7542,2980,28113135,25353993,7542,2980,81416464,25353993,100,100,100,100,100,100,34.53,100
02026,25,021,402101,25021402101,3634,1560,4375082,4027285,24711,10184,27570183,26532271,3634,1560,4375082,4027285,14.71,15.32,15.87,15.18,100,100,100,100
02026,25,021,402102,25021402102,4063,1769,1961956,1888079,24711,10184,27570183,26532271,4063,1769,1961956,1888079,16.44,17.37,7.12,7.12,100,100,100,100
02026,25,021,402200,25021402200,2169,861,1166154,1163639,24711,10184,27570183,26532271,2169,861,1166154,1163639,8.78,8.45,4.23,4.39,100,100,100,100
02026,25,021,402300,25021402300,4531,1641,4267773,4203692,24711,10184,27570183,26532271,4549,1648,4274906,4210825,18.34,16.11,15.48,15.84,99.6,99.58,99.83,99.83
02026,25,021,402400,25021402400,6050,2592,4551215,4433341,24711,10184,27570183,26532271,6050,2592,4551215,4433341,24.48,25.45,16.51,16.71,100,100,100,100
02026,25,021,402500,25021402500,4264,1761,11248003,10816235,24711,10184,27570183,26532271,4264,1761,11248003,10816235,17.26,17.29,40.8,40.77,100,100,100,100
02030,25,021,405100,25021405100,5589,1969,39972802,39156781,5589,1969,39972802,39156781,5589,1969,39972802,39156781,100,100,100,100,100,100,100,100
02032,25,021,411200,25021411200,4226,1593,6214987,6059763,4226,1593,6214987,6059763,6562,2498,8994444,8810200,100,100,100,100,64.4,63.77,69.1,68.78
02035,25,021,410100,25021410100,6142,2567,25969304,25068367,16865,6895,53999352,51406167,6142,2567,25969304,25068367,36.42,37.23,48.09,48.77,100,100,100,100
02035,25,021,410300,25021410300,4423,1715,16314909,16022789,16865,6895,53999352,51406167,4423,1715,16314909,16022789,26.23,24.87,30.21,31.17,100,100,100,100
02035,25,021,410400,25021410400,6300,2613,11715139,10315011,16865,6895,53999352,51406167,6300,2613,11715139,10315011,37.36,37.9,21.69,20.07,100,100,100,100
02038,25,021,442101,25021442101,5572,1803,5535910,5391837,31635,11394,69999565,68961360,5572,1803,5535910,5391837,17.61,15.82,7.91,7.82,100,100,100,100
02038,25,021,442102,25021442102,7071,2649,19990774,19688207,31635,11394,69999565,68961360,7071,2649,19990774,19688207,22.35,23.25,28.56,28.55,100,100,100,100
02038,25,021,442103,25021442103,6946,2178,16843401,16624491,31635,11394,69999565,68961360,6946,2178,16843401,16624491,21.96,19.12,24.06,24.11,100,100,100,100
02038,25,021,442201,25021442201,4166,1456,16223246,15984606,31635,11394,69999565,68961360,4166,1456,16223246,15984606,13.17,12.78,23.18,23.18,100,100,100,100
02038,25,021,442202,25021442202,7880,3308,11406234,11272219,31635,11394,69999565,68961360,7880,3308,11406234,11272219,24.91,29.03,16.29,16.35,100,100,100,100
02043,25,023,501101,25023501101,3302,1301,8684098,7801553,22157,8953,59632953,57360231,3302,1301,11571268,7848079,14.9,14.53,14.56,13.6,100,100,75.05,99.41
02043,25,023,501102,25023501102,8057,3268,12040444,11381141,22157,8953,59632953,57360231,8057,3268,14180100,11381141,36.36,36.5,20.19,19.84,100,100,84.91,100
02043,25,023,501201,25023501201,3667,1313,8077239,7933716,22157,8953,59632953,57360231,3667,1313,8077239,7933716,16.55,14.67,13.54,13.83,100,100,100,100
02043,25,023,501202,25023501202,7131,3071,30831172,30243821,22157,8953,59632953,57360231,7131,3071,30831172,30243821,32.18,34.3,51.7,52.73,100,100,100,100
02045,25,023,500101,25023500101,3702,2014,13961573,2966904,10293,5762,21121989,6884305,3702,2014,50011053,3327651,35.97,34.95,66.1,43.1,100,100,27.92,89.16
02045,25,023,500103,25023500103,2209,1433,3482064,1924491,10293,5762,21121989,6884305,2209,1433,10552141,1930648,21.46,24.87,16.49,27.95,100,100,33,99.68
02045,25,023,500104,25023500104,4382,2315,3678352,1992910,10293,5762,21121989,6884305,4382,2315,12502726,2117129,42.57,40.18,17.41,28.95,100,100,29.42,94.13
02047,25,023,505200,25023505200,180,264,641183,619346,180,264,641183,619346,6674,3263,29525216,17236241,100,100,100,100,2.7,8.09,2.17,3.59
02048,25,005,610100,25005610100,5103,2344,3882306,3813834,23184,8746,52891713,52040205,5103,2344,3882306,3813834,22.01,26.8,7.34,7.33,100,100,100,100
02048,25,005,610202,25005610202,5586,1908,24344164,23952372,23184,8746,52891713,52040205,5586,1908,24344164,23952372,24.09,21.82,46.03,46.03,100,100,100,100
02048,25,005,610203,25005610203,6883,2409,14464365,14218562,23184,8746,52891713,52040205,6883,2409,14464365,14218562,29.69,27.54,27.35,27.32,100,100,100,100
02048,25,005,610204,25005610204,5612,2085,10200878,10055437,23184,8746,52891713,52040205,5612,2085,10200878,10055437,24.21,23.84,19.29,19.32,100,100,100,100
02050,25,023,505200,25023505200,297,352,7105625,1184527,25429,11292,86211534,75312115,6674,3263,29525216,17236241,1.17,3.12,8.24,1.57,4.45,10.79,24.07,6.87
02050,25,023,506101,25023506101,6531,2562,26805883,25538766,25429,11292,86211534,75312115,6531,2562,26805883,25538766,25.68,22.69,31.09,33.91,100,100,100,100
02050,25,023,506102,25023506102,5899,2268,23447985,23187440,25429,11292,86211534,75312115,5899,2268,23447985,23187440,23.2,20.09,27.2,30.79,100,100,100,100
02050,25,023,506202,25023506202,2512,959,7685490,7508700,25429,11292,86211534,75312115,2512,959,7685490,7508700,9.88,8.49,8.91,9.97,100,100,100,100
02050,25,023,506203,25023506203,5220,2271,12955018,12260371,25429,11292,86211534,75312115,5220,2271,12955018,12260371,20.53,20.11,15.03,16.28,100,100,100,100
02050,25,023,506204,25023506204,4970,2880,8211533,5632311,25429,11292,86211534,75312115,4970,2880,11367485,5632311,19.54,25.5,9.52,7.48,100,100,72.24,100
02052,25,021,406101,25021406101,5537,2006,17668527,17326071,12024,4237,37906686,37301542,5537,2006,17668527,17326071,46.05,47.34,46.61,46.45,100,100,100,100
02052,25,021,406102,25021406102,6487,2231,20238159,19975471,12024,4237,37906686,37301542,6487,2231,20238159,19975471,53.95,52.66,53.39,53.55,100,100,100,100
02053,25,021,408101,25021408101,7962,2693,22202007,22076414,12752,4613,30231188,29895562,7962,2693,22202007,22076414,62.44,58.38,73.44,73.85,100,100,100,100
02053,25,021,408102,25021408102,4790,1920,8029181,7819148,12752,4613,30231188,29895562,4790,1920,8029181,7819148,37.56,41.62,26.56,26.15,100,100,100,100
02054,25,021,407100,25021407100,7891,3158,31738465,31135982,7891,3158,31738465,31135982,7891,3158,31738465,31135982,100,100,100,100,100,100,100,100
02056,25,021,409101,25021409101,5971,1429,21529302,20795612,10981,3121,39800663,38510383,6217,1429,21619879,20886189,54.38,45.79,54.09,54,96.04,100,99.58,99.57
02056,25,021,409102,25021409102,5010,1692,18271361,17714771,10981,3121,39800663,38510383,5010,1692,18271361,17714771,45.62,54.21,45.91,46,100,100,100,100
02061,25,023,502200,25023502200,0,0,35053,35053,10506,3675,55050293,54233819,5838,2461,12666564,12552767,0,0,0.06,0.06,0,0,0.28,0.28
02061,25,023,504101,25023504101,5370,1895,25585830,25155145,10506,3675,55050293,54233819,5370,1895,25585830,25155145,51.11,51.56,46.48,46.38,100,100,100,100
02061,25,023,504102,25023504102,5136,1780,29429410,29043621,10506,3675,55050293,54233819,5136,1780,29429410,29043621,48.89,48.44,53.46,53.55,100,100,100,100
02062,25,021,413100,25021413100,5854,2411,10394144,10219221,28602,12479,27248037,26828047,5854,2411,10394144,10219221,20.47,19.32,38.15,38.09,100,100,100,100
02062,25,021,413200,25021413200,6079,2787,4026216,4022526,28602,12479,27248037,26828047,6079,2787,4052190,4048500,21.25,22.33,14.78,14.99,100,100,99.36,99.36
02062,25,021,413300,25021413300,4954,1970,3220810,3217127,28602,12479,27248037,26828047,4954,1970,3220810,3217127,17.32,15.79,11.82,11.99,100,100,100,100
02062,25,021,413401,25021413401,3167,1601,1486495,1486495,28602,12479,27248037,26828047,3167,1601,1486495,1486495,11.07,12.83,5.46,5.54,100,100,100,100
02062,25,021,413402,25021413402,4244,1877,2318700,2154800,28602,12479,27248037,26828047,4244,1877,2318700,2154800,14.84,15.04,8.51,8.03,100,100,100,100
02062,25,021,413500,25021413500,4304,1833,5801672,5727878,28602,12479,27248037,26828047,4304,1833,5801672,5727878,15.05,14.69,21.29,21.35,100,100,100,100
02066,25,023,505101,25023505101,6468,2932,15878003,12213701,17656,7419,49522058,43831891,6468,2932,36652458,12242773,36.63,39.52,32.06,27.86,100,100,43.32,99.76
02066,25,023,505102,25023505102,4991,1840,16252307,16185822,17656,7419,49522058,43831891,4991,1840,16252307,16185822,28.27,24.8,32.82,36.93,100,100,100,100
02066,25,023,505200,25023505200,6197,2647,17391748,15432368,17656,7419,49522058,43831891,6674,3263,29525216,17236241,35.1,35.68,35.12,35.21,92.85,81.12,58.9,89.53
02067,25,021,414100,25021414100,5604,2084,26766536,26429129,17486,6414,61192313,58720809,5693,2114,28742932,28403015,32.05,32.49,43.74,45.01,98.44,98.58,93.12,93.05
02067,25,021,414200,25021414200,7146,2383,26668260,24652896,17486,6414,61192313,58720809,7183,2395,26676389,24661025,40.87,37.15,43.58,41.98,99.48,99.5,99.97,99.97
02067,25,021,414300,25021414300,4736,1947,7757517,7638784,17486,6414,61192313,58720809,4736,1947,7757517,7638784,27.08,30.36,12.68,13.01,100,100,100,100
02071,25,021,409101,25021409101,246,0,90577,90577,1707,321,2546608,2513156,6217,1429,21619879,20886189,14.41,0,3.56,3.6,3.96,0,0.42,0.43
02071,25,021,411100,25021411100,979,321,2332916,2299464,1707,321,2546608,2513156,7972,3088,16542202,16156347,57.35,100,91.61,91.5,12.28,10.4,14.1,14.23
02071,25,021,411302,25021411302,482,0,123115,123115,1707,321,2546608,2513156,4009,1385,13095054,12933651,28.24,0,4.83,4.9,12.02,0,0.94,0.95
02072,25,021,414200,25021414200,37,12,8129,8129,26999,10799,42649510,41680231,7183,2395,26676389,24661025,0.14,0.11,0.02,0.02,0.52,0.5,0.03,0.03
02072,25,021,456101,25021456101,3776,1272,7694480,7639916,26999,10799,42649510,41680231,3776,1272,7694480,7639916,13.99,11.78,18.04,18.33,100,100,100,100
02072,25,021,456102,25021456102,4945,2060,3586827,3583284,26999,10799,42649510,41680231,4945,2060,3586827,3583284,18.32,19.08,8.41,8.6,100,100,100,100
02072,25,021,456200,25021456200,3146,1166,8938709,8873207,26999,10799,42649510,41680231,3146,1166,8938709,8873207,11.65,10.8,20.96,21.29,100,100,100,100
02072,25,021,456301,25021456301,1753,785,1223878,1223878,26999,10799,42649510,41680231,1753,785,1223878,1223878,6.49,7.27,2.87,2.94,100,100,100,100
02072,25,021,456302,25021456302,5000,2522,3720271,3693148,26999,10799,42649510,41680231,5000,2522,3720271,3693148,18.52,23.35,8.72,8.86,100,100,100,100
02072,25,021,456401,25021456401,2765,1072,3015616,2884743,26999,10799,42649510,41680231,2765,1072,3015616,2884743,10.24,9.93,7.07,6.92,100,100,100,100
02072,25,021,456402,25021456402,5577,1910,14461600,13773926,26999,10799,42649510,41680231,5577,1910,14461600,13773926,20.66,17.69,33.91,33.05,100,100,100,100
02081,25,021,411100,25021411100,6993,2767,14209286,13856883,18472,7156,47837331,46419365,7972,3088,16542202,16156347,37.86,38.67,29.7,29.85,87.72,89.6,85.9,85.77
02081,25,021,411200,25021411200,2336,905,2779457,2750437,18472,7156,47837331,46419365,6562,2498,8994444,8810200,12.65,12.65,5.81,5.93,35.6,36.23,30.9,31.22
02081,25,021,411301,25021411301,5527,2069,15900253,15027623,18472,7156,47837331,46419365,5527,2069,15900253,15027623,29.92,28.91,33.24,32.37,100,100,100,100
02081,25,021,411302,25021411302,3527,1385,12971939,12810536,18472,7156,47837331,46419365,4009,1385,13095054,12933651,19.09,19.35,27.12,27.6,87.98,100,99.06,99.05
02081,25,021,414100,25021414100,89,30,1976396,1973886,18472,7156,47837331,46419365,5693,2114,28742932,28403015,0.48,0.42,4.13,4.25,1.56,1.42,6.88,6.95
02090,25,021,402300,25021402300,18,7,7133,7133,14636,5438,28956332,28215944,4549,1648,4274906,4210825,0.12,0.13,0.02,0.03,0.4,0.42,0.17,0.17
02090,25,021,412100,25021412100,6334,2299,9664833,9268914,14636,5438,28956332,28215944,6334,2299,9664833,9268914,43.28,42.28,33.38,32.85,100,100,100,100
02090,25,021,412200,25021412200,3572,1494,11971981,11715496,14636,5438,28956332,28215944,3572,1494,11971981,11715496,24.41,27.47,41.34,41.52,100,100,100,100
02090,25,021,412300,25021412300,4712,1638,7286411,7198427,14636,5438,28956332,28215944,4712,1638,7286411,7198427,32.19,30.12,25.16,25.51,100,100,100,100
02090,25,021,413200,25021413200,0,0,25974,25974,14636,5438,28956332,28215944,6079,2787,4052190,4048500,0,0,0.09,0.09,0,0,0.64,0.64
02093,25,021,441202,25021441202,2726,879,23653707,23376561,10955,3869,58563291,56218838,2726,879,23653707,23376561,24.88,22.72,40.39,41.58,100,100,100,100
02093,25,021,441203,25021441203,3730,1411,18052780,17687828,10955,3869,58563291,56218838,3730,1411,18052780,17687828,34.05,36.47,30.83,31.46,100,100,100,100
02093,25,021,441204,25021441204,4499,1579,16856804,15154449,10955,3869,58563291,56218838,4499,1579,16856804,15154449,41.07,40.81,28.78,26.96,100,100,100,100
02108,25,025,020101,25025020101,2672,1679,169394,169394,3825,2278,354836,354836,4193,2814,223142,223142,69.86,73.71,47.74,47.74,63.73,59.67,75.91,75.91
02108,25,025,020302,25025020302,22,17,21974,21974,3825,2278,354836,354836,1181,721,76782,76782,0.58,0.75,6.19,6.19,1.86,2.36,28.62,28.62
02108,25,025,030300,25025030300,1060,425,93034,93034,3825,2278,354836,354836,4872,2960,925873,691377,27.71,18.66,26.22,26.22,21.76,14.36,10.05,13.46
02108,25,025,070101,25025070101,71,157,70434,70434,3825,2278,354836,354836,5902,3383,1108142,1019135,1.86,6.89,19.85,19.85,1.2,4.64,6.36,6.91
02109,25,025,030100,25025030100,84,64,3487,3487,3771,2462,742345,449654,1954,1377,76346,76346,2.23,2.6,0.47,0.78,4.3,4.65,4.57,4.57
02109,25,025,030300,25025030300,2055,1329,246692,246692,3771,2462,742345,449654,4872,2960,925873,691377,54.49,53.98,33.23,54.86,42.18,44.9,26.64,35.68
02109,25,025,030400,25025030400,104,62,14187,14187,3771,2462,742345,449654,2451,1659,108635,108635,2.76,2.52,1.91,3.16,4.24,3.74,13.06,13.06
02109,25,025,030500,25025030500,1519,999,456464,163773,3771,2462,742345,449654,2538,1656,483425,190734,40.28,40.58,61.49,36.42,59.85,60.33,94.42,85.86
02109,25,025,070101,25025070101,9,8,21515,21515,3771,2462,742345,449654,5902,3383,1108142,1019135,0.24,0.32,2.9,4.78,0.15,0.24,1.94,2.11
02110,25,025,030300,25025030300,1496,1100,421490,186994,1733,1264,714265,479769,4872,2960,925873,691377,86.32,87.03,59.01,38.98,30.71,37.16,45.52,27.05
02110,25,025,070101,25025070101,237,164,292775,292775,1733,1264,714265,479769,5902,3383,1108142,1019135,13.68,12.97,40.99,61.02,4.02,4.85,26.42,28.73
02111,25,025,070101,25025070101,4790,2585,601930,544997,7383,3628,726900,669967,5902,3383,1108142,1019135,64.88,71.25,82.81,81.35,81.16,76.41,54.32,53.48
02111,25,025,070200,25025070200,2593,1043,124970,124970,7383,3628,726900,669967,5218,1690,268778,268778,35.12,28.75,17.19,18.65,49.69,61.72,46.5,46.5
02113,25,025,030100,25025030100,1870,1313,72859,72859,6915,4682,260829,260829,1954,1377,76346,76346,27.04,28.04,27.93,27.93,95.7,95.35,95.43,95.43
02113,25,025,030200,25025030200,1638,1085,62165,62165,6915,4682,260829,260829,1665,1103,66711,66711,23.69,23.17,23.83,23.83,98.38,98.37,93.19,93.19
02113,25,025,030300,25025030300,41,30,4396,4396,6915,4682,260829,260829,4872,2960,925873,691377,0.59,0.64,1.69,1.69,0.84,1.01,0.47,0.64
02113,25,025,030400,25025030400,2347,1597,94448,94448,6915,4682,260829,260829,2451,1659,108635,108635,33.94,34.11,36.21,36.21,95.76,96.26,86.94,86.94
02113,25,025,030500,25025030500,1019,657,26961,26961,6915,4682,260829,260829,2538,1656,483425,190734,14.74,14.03,10.34,10.34,40.15,39.67,5.58,14.14
02114,25,025,020101,25025020101,1521,1135,53748,53748,11999,7672,1467704,1164209,4193,2814,223142,223142,12.68,14.79,3.66,4.62,36.27,40.33,24.09,24.09
02114,25,025,020200,25025020200,3649,2478,116893,116893,11999,7672,1467704,1164209,3649,2478,116893,116893,30.41,32.3,7.96,10.04,100,100,100,100
02114,25,025,020301,25025020301,2023,1414,256586,256258,11999,7672,1467704,1164209,2023,1414,256586,256258,16.86,18.43,17.48,22.01,100,100,100,100
02114,25,025,020302,25025020302,1159,704,54808,54808,11999,7672,1467704,1164209,1181,721,76782,76782,9.66,9.18,3.73,4.71,98.14,97.64,71.38,71.38
02114,25,025,020303,25025020303,3400,1847,527607,448840,11999,7672,1467704,1164209,3400,1847,527607,448840,28.34,24.07,35.95,38.55,100,100,100,100
02114,25,025,030200,25025030200,27,18,4546,4546,11999,7672,1467704,1164209,1665,1103,66711,66711,0.23,0.23,0.31,0.39,1.62,1.63,6.81,6.81
02114,25,025,030300,25025030300,220,76,79944,79944,11999,7672,1467704,1164209,4872,2960,925873,691377,1.83,0.99,5.45,6.87,4.52,2.57,8.63,11.56
